1_900_1_0.78, 0.78125
2_7_1_2.00, 2.0
3_250_1_0.62, 0.62
5_601_1_0.69, 0.6875
7_202_1_0.63, 0.628906
8_18_1_2.00, 2.0
9_601_1_0.69, 0.691406
10_601_1_0.92, 0.919922
11_7_1_2.00, 2.0
12_601_1_0.65, 0.652344
13_400_1_0.68, 0.683594
14_8_1_2.00, 2.0
15_203_1_0.58, 0.582031
16_201_1_0.66, 0.658203
17_601_1_0.66, 0.662109
18_6_1_2.00, 2.0
20_7_1_2.00, 2.0
21_4_1_2.00, 2.0
22_601_1_0.75, 0.746094
23_4_1_2.00, 2.0
24_601_1_0.80, 0.800781
25_300_1_0.77, 0.765625
26_600_1_0.66, 0.65625
27_250_1_0.62, 0.62
28_601_1_0.60, 0.603516
29_601_1_0.71, 0.708984
30_601_1_0.56, 0.560547
31_351_1_0.57, 0.568359
32_601_1_0.64, 0.638672
33_202_1_0.71, 0.708984
34_601_1_0.72, 0.722656
35_4_1_2.00, 2.0
36_202_1_0.62, 0.625
37_601_1_0.78, 0.779297
38_601_1_0.62, 0.625
39_202_1_0.60, 0.601562
40_601_1_0.73, 0.734375
41_605_1_0.86, 0.857422
42_6_1_2.00, 2.0
43_7_1_2.00, 2.0
44_601_1_0.65, 0.654297
45_601_1_0.75, 0.753906
46_7_1_2.00, 2.0
47_5_1_2.00, 2.0
48_601_1_0.67, 0.673828
49_7_1_2.00, 2.0
50_250_1_0.62, 0.62
52_402_1_0.79, 0.789062
53_7_1_2.00, 2.0
54_7_1_2.00, 2.0
55_601_1_0.67, 0.666016
56_104_1_0.62, 0.621094
57_6_1_2.00, 2.0
58_601_1_0.69, 0.689453
59_601_1_0.78, 0.78125
60_601_1_0.69, 0.685547
61_602_1_0.77, 0.767578
62_601_1_0.57, 0.568359
63_201_1_0.54, 0.544922
64_601_1_0.79, 0.792969
65_1250_1_1.00, 1.0
66_6_1_2.00, 2.0
67_201_1_0.73, 0.734375
68_301_1_0.62, 0.617188
70_301_1_0.69, 0.685547
71_201_1_0.62, 0.625
72_601_1_0.65, 0.650391
73_251_1_0.62, 0.625
74_601_1_0.62, 0.625
75_203_1_0.61, 0.611328
77_601_1_0.59, 0.591797
78_202_1_0.62, 0.621094
79_6_1_2.00, 2.0
80_202_1_0.70, 0.699219
81_601_1_0.75, 0.746094
82_203_1_0.68, 0.683594
83_601_1_0.62, 0.625
84_301_1_0.61, 0.605469
85_301_1_0.66, 0.65625
86_202_1_0.62, 0.625
87_301_1_0.78, 0.783203
89_601_1_0.68, 0.683594
90_601_1_0.71, 0.710938
91_202_1_0.66, 0.662109
92_601_1_0.62, 0.625
93_601_1_0.62, 0.625
94_202_1_0.69, 0.691406
95_601_1_0.77, 0.771484
96_7_1_2.00, 2.0
97_601_1_0.77, 0.767578
98_601_1_0.62, 0.625
99_601_1_0.71, 0.710938
100_601_1_0.60, 0.597656
101_301_1_0.69, 0.685547
102_250_1_0.62, 0.62
103_251_1_0.62, 0.625
104_601_1_0.61, 0.605469
105_601_1_0.77, 0.773438
106_104_1_0.77, 0.767578
107_202_1_0.58, 0.582031
108_201_1_0.55, 0.548828
109_103_1_0.54, 0.537109
110_601_1_1.25, 1.25
111_601_1_0.68, 0.683594
112_601_1_0.72, 0.724609
113_601_1_0.75, 0.746094
114_601_1_0.62, 0.625
115_6_1_2.00, 2.0
116_601_1_0.59, 0.587891
117_301_1_0.80, 0.8
118_203_1_0.59, 0.585938
119_4_1_2.00, 2.0
121_601_1_0.74, 0.738281
122_10_1_2.00, 2.0
123_8_1_2.00, 2.0
124_601_1_0.72, 0.71875
125_601_1_0.69, 0.685547
126_303_1_0.40, 0.403671
127_601_1_0.62, 0.625
128_6_1_2.00, 2.0
129_7_1_2.00, 2.0
130_202_1_0.62, 0.615234
131_601_1_0.82, 0.820312
132_601_1_0.69, 0.6875
134_201_1_0.91, 0.908203
135_251_1_0.62, 0.625
136_6_1_2.00, 2.0
137_8_1_2.00, 2.0
139_601_1_0.64, 0.636719
140_7_1_2.00, 2.0
141_251_1_0.62, 0.62
142_601_1_0.71, 0.710938
143_601_1_0.77, 0.765625
144_6_1_2.00, 2.0
145_601_1_0.73, 0.734375
147_4_1_2.00, 2.0
148_6_1_2.00, 2.0
150_601_1_0.72, 0.720703
151_601_1_0.74, 0.742188
153_301_1_0.74, 0.738281
155_301_1_1.25, 1.25
156_201_1_0.65, 0.652344
157_2_1_2.00, 2.0
158_250_1_0.80, 0.8
159_605_1_0.68, 0.683594
160_4_1_2.00, 2.0
161_6_1_2.00, 2.0
162_301_1_0.66, 0.65625
163_601_1_0.69, 0.693359
164_6_1_2.00, 2.0
165_202_1_0.59, 0.591797
166_601_1_0.69, 0.689453
167_605_1_0.68, 0.683594
168_251_1_0.78, 0.78125
169_202_1_0.62, 0.625
170_203_1_0.62, 0.625
171_3_1_2.00, 2.0
173_601_1_0.59, 0.59375
174_601_1_0.66, 0.664062
175_601_1_0.71, 0.705078
176_601_1_0.70, 0.699219
177_8_1_2.00, 2.0
178_605_1_0.98, 0.976562
179_601_1_0.68, 0.683594
180_601_1_0.64, 0.644531
181_605_1_0.75, 0.751953
182_8_1_2.00, 2.0
183_300_1_0.91, 0.910156
185_851_1_1.00, 1.0
186_601_1_0.70, 0.697266
187_601_1_0.66, 0.658203
188_7_1_2.00, 2.0
189_300_1_0.61, 0.605469
190_601_1_0.63, 0.626953
191_601_1_0.69, 0.685547
192_4_1_2.00, 2.0
193_4_1_2.00, 2.0
194_301_1_0.56, 0.558594
195_202_1_0.57, 0.572266
196_601_1_0.68, 0.677734
197_7_1_2.00, 2.0
198_202_1_0.80, 0.8
199_300_1_0.80, 0.796875
200_601_1_0.79, 0.791016
201_601_1_0.82, 0.820312
202_203_1_0.57, 0.570312
203_201_1_0.71, 0.707031
204_5_1_2.00, 2.0
205_300_1_0.87, 0.871094
209_4_1_2.00, 2.0
211_601_1_0.69, 0.693359
212_601_1_0.62, 0.625
213_601_1_0.62, 0.625
214_202_1_0.75, 0.753906
215_7_1_2.00, 2.0
217_203_1_0.74, 0.742188
218_5_1_2.00, 2.0
219_7_1_2.00, 2.0
220_300_1_0.60, 0.603516
221_6_1_2.00, 2.0
222_601_1_0.75, 0.748047
223_251_1_0.80, 0.8
225_8_1_2.00, 2.0
226_301_1_0.73, 0.730469
227_601_1_0.51, 0.507812
228_6_1_2.00, 2.0
229_601_1_0.62, 0.625
230_601_1_0.72, 0.720703
231_202_1_0.74, 0.744141
232_609_1_0.64, 0.640625
233_601_1_0.69, 0.689453
234_601_1_0.69, 0.693359
235_601_1_0.68, 0.681641
236_203_1_0.70, 0.703125
237_6_1_2.00, 2.0
238_301_1_0.61, 0.613281
239_601_1_0.63, 0.628906
240_601_1_0.89, 0.890625
241_601_1_0.83, 0.833984
242_601_1_0.66, 0.664062
243_7_1_2.00, 2.0
245_605_1_0.77, 0.769531
246_223_1_0.62, 0.625
247_601_1_0.53, 0.53125
248_300_1_0.65, 0.652344
249_301_1_0.57, 0.574219
250_601_1_0.66, 0.658203
252_201_1_0.65, 0.648438
253_252_1_0.62, 0.62
254_202_1_0.56, 0.560547
256_601_1_0.69, 0.6875
257_601_1_0.60, 0.597656
258_601_1_0.63, 0.632812
259_601_1_0.74, 0.738281
260_601_1_0.71, 0.712891
261_601_1_0.79, 0.789062
262_302_1_0.44, 0.443902
263_601_1_0.63, 0.626953
264_601_1_0.72, 0.71875
265_203_1_0.62, 0.625
266_6_1_2.00, 2.0
267_7_1_2.00, 2.0
268_601_1_0.82, 0.822266
269_601_1_0.72, 0.71875
270_250_1_0.62, 0.625
272_201_1_0.89, 0.888672
273_202_1_0.50, 0.5
274_9_1_2.00, 2.0
275_203_1_0.74, 0.740234
276_202_1_0.66, 0.664062
277_406_1_1.00, 1.0
278_201_1_0.62, 0.625
279_501_1_0.75, 0.753906
280_201_1_0.66, 0.660156
281_601_1_0.59, 0.585938
282_601_1_0.75, 0.746094
283_12_1_2.00, 2.0
284_202_1_0.80, 0.8
285_601_1_0.66, 0.658203
286_601_1_0.78, 0.78125
287_601_1_0.73, 0.732422
288_601_1_0.78, 0.78125
290_301_1_0.62, 0.62
291_601_1_0.62, 0.625
292_8_1_2.00, 2.0
293_6_1_2.00, 2.0
294_301_1_0.60, 0.603516
296_4_1_2.00, 2.0
297_601_1_0.76, 0.759766
298_601_1_0.62, 0.615234
299_252_1_0.62, 0.62
300_202_1_0.80, 0.8
301_601_1_0.75, 0.748047
302_601_1_0.63, 0.628906
303_6_1_2.00, 2.0
304_601_1_0.64, 0.644531
305_601_1_0.69, 0.685547
306_250_1_0.62, 0.62
307_601_1_0.62, 0.625
308_201_1_0.66, 0.664062
309_10_1_2.00, 2.0
310_601_1_0.70, 0.703125
312_6_1_2.00, 2.0
313_604_1_0.72, 0.720703
314_400_1_0.66, 0.660156
316_7_1_2.00, 2.0
317_601_1_0.71, 0.707031
318_8_1_2.00, 2.0
319_4_1_2.00, 2.0
320_601_1_0.79, 0.794922
321_6_1_2.00, 2.0
322_601_1_0.59, 0.591797
323_601_1_0.72, 0.720703
324_202_1_0.60, 0.603516
325_601_1_0.71, 0.707031
326_601_1_0.77, 0.771484
327_601_1_0.61, 0.611328
328_601_1_0.77, 0.773438
329_601_1_0.76, 0.761719
330_601_1_0.53, 0.525391
331_251_1_0.80, 0.8
332_104_1_0.88, 0.878906
333_303_1_0.59, 0.585938
334_301_1_0.74, 0.740234
335_250_1_0.62, 0.62
336_601_1_0.65, 0.650391
337_601_1_0.62, 0.625
340_301_1_0.68, 0.679688
341_5_1_2.00, 2.0
342_4_1_2.00, 2.0
343_601_1_0.71, 0.708984
344_202_1_0.67, 0.671875
345_203_1_0.64, 0.642578
346_601_1_0.67, 0.671875
347_601_1_0.55, 0.550781
348_5_1_2.00, 2.0
349_601_1_0.55, 0.550781
351_601_1_0.67, 0.666016
352_601_1_0.69, 0.693359
354_250_1_0.80, 0.8
355_601_1_0.56, 0.558594
356_605_1_0.70, 0.703125
358_601_1_0.61, 0.605469
359_6_1_2.00, 2.0
360_601_1_0.62, 0.625
361_601_1_0.69, 0.693359
362_201_1_0.65, 0.646484
363_601_1_0.62, 0.625
364_601_1_0.69, 0.691406
365_601_1_0.75, 0.751953
366_8_1_2.00, 2.0
368_350_1_1.25, 1.25
369_104_1_0.74, 0.740234
371_6_1_2.00, 2.0
372_601_1_0.79, 0.792969
373_8_1_2.00, 2.0
374_601_1_0.79, 0.792969
375_601_1_0.66, 0.658203
376_601_1_0.69, 0.693359
377_601_1_0.79, 0.794922
378_203_1_0.65, 0.652344
379_7_1_2.00, 2.0
380_601_1_0.62, 0.621094
381_601_1_0.93, 0.927734
382_4_1_2.00, 2.0
384_601_1_0.78, 0.78125
385_601_1_0.72, 0.722656
386_202_1_0.62, 0.625
387_601_1_0.63, 0.630859
388_202_1_0.69, 0.685547
389_202_1_0.63, 0.634766
390_601_1_0.73, 0.730469
391_601_1_0.77, 0.769531
392_7_1_2.00, 2.0
393_601_1_0.62, 0.625
394_8_1_2.00, 2.0
395_6_1_2.00, 2.0
396_7_1_2.00, 2.0
397_6_1_2.00, 2.0
398_301_1_0.67, 0.669922
399_204_1_0.79, 0.794922
402_601_1_0.72, 0.71875
403_601_1_0.78, 0.78125
404_601_1_0.76, 0.759766
405_300_1_0.75, 0.75
406_202_1_0.62, 0.625
407_900_1_0.68, 0.677734
409_300_1_0.66, 0.664062
410_302_1_0.65, 0.646484
412_601_1_0.62, 0.625
413_601_1_0.74, 0.740234
414_301_1_0.70, 0.695312
416_105_1_0.80, 0.8
417_601_1_0.65, 0.652344
418_601_1_0.59, 0.591797
419_250_1_0.74, 0.742188
420_601_1_0.62, 0.625
421_203_1_0.68, 0.677734
422_202_1_0.62, 0.625
423_8_1_2.00, 2.0
424_301_1_0.75, 0.75
425_601_1_0.58, 0.583984
426_202_1_0.57, 0.568359
427_201_1_0.59, 0.589844
428_4_1_2.00, 2.0
429_203_1_0.62, 0.62
430_601_1_2.00, 2.0
432_601_1_0.74, 0.744141
433_4_1_2.00, 2.0
434_601_1_0.82, 0.822266
435_201_1_0.77, 0.769531
436_601_1_0.88, 0.876953
437_601_1_0.65, 0.648438
438_601_1_0.63, 0.626953
440_300_1_0.89, 0.892578
441_9_1_2.00, 2.0
442_601_1_0.58, 0.580078
443_301_1_0.59, 0.59375
444_202_1_0.59, 0.585938
445_300_1_0.77, 0.765625
446_601_1_0.62, 0.617188
447_250_1_0.62, 0.62
448_700_1_0.39, 0.390625
449_202_1_0.58, 0.582031
450_601_1_0.78, 0.78125
451_601_1_0.59, 0.585938
452_601_1_0.73, 0.726562
453_7_1_2.00, 2.0
454_301_1_0.63, 0.628906
455_4_1_2.00, 2.0
456_202_1_0.62, 0.625
457_601_1_0.62, 0.625
458_300_1_0.66, 0.65625
459_8_1_2.00, 2.0
460_601_1_0.68, 0.677734
461_601_1_0.63, 0.630859
462_601_1_0.63, 0.626953
464_202_1_0.62, 0.625
465_300_1_0.71, 0.714844
466_601_1_0.74, 0.738281
467_202_1_0.78, 0.777344
468_601_1_0.83, 0.832031
469_202_1_0.58, 0.578125
470_8_1_2.00, 2.0
471_6_1_2.00, 2.0
472_601_1_0.68, 0.679688
473_601_1_0.73, 0.732422
474_601_1_0.80, 0.796875
475_6_1_2.00, 2.0
476_605_1_0.74, 0.742188
478_5_1_2.00, 2.0
479_203_1_0.62, 0.625
480_8_1_2.00, 2.0
481_601_1_0.68, 0.677734
482_601_1_0.82, 0.816406
484_601_1_0.83, 0.826172
485_601_1_0.65, 0.650391
486_602_1_0.75, 0.753906
487_601_1_0.79, 0.789062
488_601_1_0.71, 0.712891
489_202_1_0.72, 0.720703
490_900_1_0.75, 0.75
491_201_1_0.58, 0.580078
492_601_1_0.77, 0.767578
493_201_1_0.70, 0.703125
494_601_1_0.64, 0.638672
495_601_1_0.69, 0.689453
496_6_1_2.00, 2.0
497_4_1_2.00, 2.0
498_301_1_0.74, 0.736328
499_601_1_2.00, 2.0
500_601_1_0.70, 0.703125
502_202_1_0.80, 0.8
503_601_1_0.65, 0.654297
504_250_1_0.62, 0.62
505_301_1_0.70, 0.703125
506_601_1_0.65, 0.648438
507_601_1_0.62, 0.625
508_7_1_2.00, 2.0
509_601_1_0.67, 0.667969
510_4_1_2.00, 2.0
511_250_1_0.62, 0.625
513_6_1_2.00, 2.0
514_11_1_2.00, 2.0
515_250_1_0.80, 0.8
516_601_1_0.71, 0.705078
517_601_1_0.68, 0.675781
518_601_1_0.62, 0.621094
519_202_1_0.64, 0.636719
520_601_1_0.62, 0.625
521_601_1_0.61, 0.613281
522_250_1_0.62, 0.62
523_601_1_0.80, 0.802734
524_2_1_2.00, 2.0
525_601_1_0.65, 0.652344
527_201_1_0.66, 0.664062
528_601_1_0.57, 0.568359
